No.,Bandpass,Measurement,Unc High,Unc Low,Unit,Frequency (Hz),Flux Density,FD Unc High,FD Unc Low,FD Upper Limit,FD Lower Limit,Flux,F Unc High,F Unc Low,F Upper Limit,F Lower Limit,Telescope,Instrument,Frequency,Freq. Unit,Aperature Type,Reference
1,FUV (GALEX) AB,10.3,0.01,0.01,mag,1980000060000000.0,0.2754,0.002537,0.002537,,,545292016524000.0,5023260152220.0,5023260152220.0,,,GALEX,FUV detector,1516.0,A,total flux; beam filling or dilution corrected,2007ApJS..173..185G
2,FUV (GALEX) AB,10.31,0.05,0.05,mag,1960000004030460.0,0.2729,0.01257,0.01257,,,534884001099913.0,24637200050662.9,24637200050662.9,,,GALEX,FUV detector,1528.0,A,total flux; beam filling or dilution corrected,2017MNRAS.472.3029W
3,FUV (GALEX) AB,10.16,0.05,0.05,mag,1949999977988100.0,0.3133,0.01443,0.01443,,,610934993103672.0,28138499682368.3,28138499682368.3,,,GALEX,FUV detector,1539.0,A,flux in fixed aperture,2011ApJS..192....6L
4,FUV (GALEX),10.25,0.01,0.01,mag,1949999977988100.0,0.04136,0.000381,0.000381,,,80651999089587.8,742949991613.466,742949991613.466,,,GALEX,FUV detector,1539.0,A,flux in fixed aperture,2015ApJS..220....6B
5,FUV (GALEX),10.3,0.01,0.01,mag,1949999977988100.0,0.0395,0.0003638,0.0003638,,,77024999130530.0,709409991992.071,709409991992.071,,,GALEX,FUV detector,1539.0,A,flux in fixed aperture,2015ApJS..220....6B
6,1550 A (OAO),8.21,0.53,0.53,mag,1930000060000000.0,0.1515,0.095338,0.095338,,,292395009090000.0,184002345720280.0,184002345720280.0,,,OAO,Photometer,1550.0,A,flux in fixed aperture,1982ApJ...256....1C
7,1910 A (OAO),8.39,0.4,0.4,mag,1570000060000000.0,0.1949,0.086816,0.086816,,,305993011694000.0,136301125208960.0,136301125208960.0,,,OAO,Photometer,1910.0,A,flux in fixed aperture,1982ApJ...256....1C
8,NUV (GALEX) AB,10.01,0.01,0.01,mag,1319999950000000.0,0.3598,0.003314,0.003314,,,474935982010000.0,4374479834300.0,4374479834300.0,,,GALEX,NUV detector,2267.0,A,total flux; beam filling or dilution corrected,2007ApJS..173..185G
9,NUV (GALEX) AB,9.92,0.03,0.03,mag,1319999947931650.0,0.3909,0.0108,0.0108,,,515987979646482.0,14255999437661.8,14255999437661.8,,,GALEX,NUV detector,2271.0,A,total flux; beam filling or dilution corrected,2017MNRAS.472.3029W
10,NUV (GALEX) AB,9.86,0.03,0.03,mag,1290000004022300.0,0.4131,0.01141,0.01141,,,532899001661612.0,14718900045894.4,14718900045894.4,,,GALEX,NUV detector,2316.0,A,flux in fixed aperture,2011ApJS..192....6L
11,NUV (GALEX),9.9,0.01,0.01,mag,1290000004022270.0,0.08646,0.0007964,0.0007964,,,111533400347765.0,1027356003203.34,1027356003203.34,,,GALEX,NUV detector,2316.0,A,flux in fixed aperture,2015ApJS..220....6B
12,NUV (GALEX),9.94,0.01,0.01,mag,1290000004022270.0,0.08334,0.0007675,0.0007675,,,107508600335216.0,990075003087.092,990075003087.092,,,GALEX,NUV detector,2316.0,A,flux in fixed aperture,2015ApJS..220....6B
13,2460 A (OAO),8.83,0.31,0.31,mag,1219999960000000.0,0.21558,0.071241,0.071241,,,263007591376800.0,86914017150360.0,86914017150360.0,,,OAO,Photometer,2460.0,A,flux in fixed aperture,1982ApJ...256....1C
14,2980 A (OAO),9.19,0.18,0.18,mag,1010000010000000.0,0.22708,0.040947,0.040947,,,229350802270800.0,41356470409470.0,41356470409470.0,,,OAO,Photometer,2980.0,A,flux in fixed aperture,1982ApJ...256....1C
15,3320 A (OAO),9.15,0.12,0.12,mag,903000030000000.0,0.29243,0.034174,0.034174,,,264064298772900.0,30859123025220.0,30859123025220.0,,,OAO,Photometer,3320.0,A,flux in fixed aperture,1982ApJ...256....1C
16,U (U_T),8.54,0.06,0.06,mag,818999999000000.0,0.6945,0.03832,0.03832,,,568795499305500.0,31384079961680.0,31384079961680.0,,,Literature compilation,Literature compilation,3660.0,A,flux integrated from map or image,1991RC3.9.C...0000d
17,U (U_T^0),7.74,,,mag,818999999000000.0,1.451,,,,,1188368998549000.0,,,,,Literature compilation,Literature compilation,3660.0,A,flux integrated from map or image,1991RC3.9.C...0000d
18,4250 A (OAO),8.79,0.07,0.07,mag,705000024000000.0,0.66761,0.04446,0.04446,,,470665066022640.0,31344301067040.0,31344301067040.0,,,OAO,Photometer,4250.0,A,flux in fixed aperture,1982ApJ...256....1C
19,B (B_T^0),7.63,,,mag,681000015000000.0,3.779,,,,,2573499056685000.0,,,,,Literature compilation,Literature compilation,4400.0,A,multiple methods,1991RC3.9.C...0000d
20,B (B_T),8.42,0.05,0.05,mag,681000015000000.0,1.826,0.08604,0.08604,,,1243506027390000.0,58593241290600.0,58593241290600.0,,,Literature compilation,Literature compilation,4400.0,A,flux integrated from map or image,1991RC3.9.C...0000d
