No.,Bandpass,Measurement,Unc High,Unc Low,Unit,Frequency (Hz),Flux Density,FD Unc High,FD Unc Low,FD Upper Limit,FD Lower Limit,Flux,F Unc High,F Unc Low,F Upper Limit,F Lower Limit,Telescope,Instrument,Frequency,Freq. Unit,Aperature Type,Reference
1,2-10 keV (XMM),2.1e-13,,,erg/cm^2/s,1.45000006314413e+18,1.44827579899992e-08,,,,,21000000000.0,,,,,XMM-Newton,EPIC pn,6.0,keV,modelled datum,2011MNRAS.413.1206B
2,2-10 keV (Chandra),9e-15,4e-15,4e-15,erg/cm^2/s,1.4500000631441e+18,6.20689628142836e-10,2.75862056952372e-10,2.75862056952372e-10,,,900000000.0,400000000.0,400000000.0,,,Chandra,ACIS,6.0,keV,flux integrated from map or image,2009A&A...506.1107G
3,2-10 keV (Chandra),-13.42,,,log(erg/cm^2/s),1.45000006e+18,2.62206885701784e-09,,,,,3802000000.0,,,,,Chandra,ACIS-S,6.0,keV,flux integrated from map or image,2006A&A...460...45G
4,0.3-8 keV (Chandra),8.55e-14,4.5e-15,4.5e-15,erg/cm^2/s,9.9999998430675e+17,8.55000013417729e-09,4.50000007061963e-10,4.50000007061963e-10,,,8550000000.0,450000000.0,450000000.0,,,Chandra,ACIS-I,4.15,keV,flux integrated from map or image,2011ApJ...731...60G
5,0.5-2 keV (Chandra),1.8e-14,4e-15,4e-15,erg/cm^2/s,3.0200000694295e+17,5.96026476363636e-09,1.32450328080808e-09,1.32450328080808e-09,,,1800000000.0,400000000.0,400000000.0,,,Chandra,ACIS,1.25,keV,flux integrated from map or image,2009A&A...506.1107G
6,0.1-2 keV (Chandra),1.4e-14,,,erg/cm^2/s,2.54000002e+17,5.51181098022196e-09,,,,,1400000000.0,,,,,Chandra,ACIS-S,1.05,keV,flux integrated from map or image,2004ApJ...610..213T
7,FUV (GALEX) AB,12.55,0.01,0.01,mag,1980000060000000.0,0.03468,0.0003194,0.0003194,,,68666402080800.0,632412019164.0,632412019164.0,,,GALEX,FUV detector,1516.0,A,total flux; beam filling or dilution corrected,2007ApJS..173..185G
8,FUV (GALEX) AB,12.353,0.003,0.003,mag,1980000056115200.0,0.04157,0.0001149,0.0001149,,,82308602332708.9,227502006447.637,227502006447.637,,,GALEX,FUV detector,1516.0,A,flux in fixed aperture,2009ApJ...703.1569M
9,FUV (GALEX) AB,13.68,0.1,0.1,mag,1960000004030460.0,0.01228,0.001131,0.001131,,,24068800049494.1,2216760004558.45,2216760004558.45,,,GALEX,FUV detector,1531.0,A,flux in fixed aperture,2014ApJS..212...18B
10,FUV (GALEX) AB,12.49,0.01,0.01,mag,1960000004030460.0,0.03665,0.0003375,0.0003375,,,71834000147716.4,661500001360.28,661500001360.28,,,GALEX,FUV detector,1530.0,A,total flux; beam filling or dilution corrected,2018ApJS..234...18B
