No.,Bandpass,Measurement,Unc High,Unc Low,Unit,Frequency (Hz),Flux Density,FD Unc High,FD Unc Low,FD Upper Limit,FD Lower Limit,Flux,F Unc High,F Unc Low,F Upper Limit,F Lower Limit,Telescope,Instrument,Frequency,Freq. Unit,Aperature Type,Reference
1,0.3-12 keV (XMM),5.46e-13,,,erg/cm^2/s,1.49000002e+18,3.66442948101437e-08,,,,,54600000000.0,,,,,XMM-Newton,"EPIC (MOS, pn)",6.15,keV,total flux; beam filling or dilution corrected,2006A&A...448...43T
2,2-10 keV (ASCA),2.08e-12,,,erg/cm^2/s,1.45000006e+18,1.43448269926278e-07,,,,,208000000000.0,,,,,ASCA,GIS,6.0,keV,flux integrated from map or image,2001ApJS..133....1U
3,0.2-10 keV (Chandra),,,,erg/cm^2/s,1.23000002e+18,,,,3.17886173692908e-09,,,,,3910000000.0,,Chandra,ACIS,5.1,keV,flux integrated from map or image,2007A&A...468..129T
4,0.7-7 keV (ASCA),1.93e-12,,,erg/cm^2/s,9.30999995e+17,2.07303975334608e-07,,,,,193000000000.0,,,,,ASCA,GIS,3.85,keV,flux integrated from map or image,2001ApJS..133....1U
5,2-7 keV Chandra,2.6047e-15,8.8462e-16,8.8462e-16,erg/cm^2/s,9.18835911992269e+17,2.8347886678932e-10,9.62758415510911e-11,9.62758415510911e-11,,,260470563.0969,88461700.67442,88461700.67442,,,Chandra,"ACIS, HRC-I",3.8,keV,flux in fixed aperture,2020CSC...C2..0000:
6,2-7 keV Chandra,2.3565e-15,6.4888e-16,6.4888e-16,erg/cm^2/s,9.18835911992269e+17,2.56460784600399e-10,7.06196363392422e-11,7.06196363392422e-11,,,235645378.90856,64887857.96033,64887857.96033,,,Chandra,"ACIS, HRC-I",3.8,keV,from fitting to map,2020CSC...C2..0000:
7,2-7 keV Chandra,2.3483e-15,7.6853e-16,7.6853e-16,erg/cm^2/s,9.18835911992269e+17,2.55572394625849e-10,8.36418746048279e-11,8.36418746048279e-11,,,234829094.29609,76853158.13327,76853158.13327,,,Chandra,"ACIS, HRC-I",3.8,keV,from fitting to map,2020CSC...C2..0000:
8,2-7 keV Chandra,2.6018e-15,6.8297e-16,6.8297e-16,erg/cm^2/s,9.18835911992269e+17,2.83161087471121e-10,7.43297854611767e-11,7.43297854611767e-11,,,260178576.04725,68296876.21241,68296876.21241,,,Chandra,"ACIS, HRC-I",3.8,keV,flux in fixed aperture,2020CSC...C2..0000:
9,0.5-7 keV Chandra,2.4383e-15,7.6998e-16,7.6998e-16,erg/cm^2/s,5.56137525679531e+17,4.38431133599594e-10,1.3845193692619e-10,1.3845193692619e-10,,,243828005.82095,76998317.62767,76998317.62767,,,Chandra,"ACIS, HRC-I",2.3,keV,from fitting to map,2020CSC...C2..0000:
10,0.5-7 keV Chandra,2.3226e-15,6.3345e-16,6.3345e-16,erg/cm^2/s,5.56137525679531e+17,4.1763933862334e-10,1.13901637806369e-10,1.13901637806369e-10,,,232264908.40842,63344975.02048,63344975.02048,,,Chandra,"ACIS, HRC-I",2.3,keV,flux in fixed aperture,2020CSC...C2..0000:
11,0.5-7 keV Chandra,2.5107e-15,8.369e-16,8.369e-16,erg/cm^2/s,5.56137525679531e+17,4.51450824268844e-10,1.50483608089603e-10,1.50483608089603e-10,,,251068744.37486,83689581.45828,83689581.45828,,,Chandra,"ACIS, HRC-I",2.3,keV,flux in fixed aperture,2020CSC...C2..0000:
12,0.5-7 keV Chandra,2.0497e-15,4.939e-16,4.939e-16,erg/cm^2/s,5.56137525679531e+17,3.68560857766038e-10,8.88098452448267e-11,8.88098452448267e-11,,,204970523.50033,49390487.59044,49390487.59044,,,Chandra,"ACIS, HRC-I",2.3,keV,from fitting to map,2020CSC...C2..0000:
13,1.2-2 keV Chandra,,,,erg/cm^2/s,3.77206321765247e+17,,,,1.51273964087983e-11,,,,,5706149.5572476,,Chandra,"ACIS, HRC-I",1.56,keV,from fitting to map,2020CSC...C2..0000:
14,1.2-2 keV Chandra,3.8236e-17,3.9899e-17,3.9899e-17,erg/cm^2/s,3.77206321765247e+17,1.01367507996651e-11,1.05774790953024e-11,1.05774790953024e-11,,,3823646.4837926,3989891.9830878,3989891.9830878,,,Chandra,"ACIS, HRC-I",1.56,keV,flux in fixed aperture,2020CSC...C2..0000:
15,1.2-2 keV Chandra,,,,erg/cm^2/s,3.77206321765247e+17,,,,1.37863507104592e-11,,,,,5200298.642058,,Chandra,"ACIS, HRC-I",1.56,keV,flux in fixed aperture,2020CSC...C2..0000:
16,0.7-2 keV (ASCA),5.2e-13,,,erg/cm^2/s,3.26000009e+17,1.5950919805036e-07,,,,,52000000000.0,,,,,ASCA,GIS,1.35,keV,flux integrated from map or image,2001ApJS..133....1U
