No.,Bandpass,Measurement,Unc High,Unc Low,Unit,Frequency (Hz),Flux Density,FD Unc High,FD Unc Low,FD Upper Limit,FD Lower Limit,Flux,F Unc High,F Unc Low,F Upper Limit,F Lower Limit,Telescope,Instrument,Frequency,Freq. Unit,Aperature Type,Reference
1,14-195 keV (Swift),1.126e-10,,,erg/cm^2/s,2.53000000496374e+19,4.45059287664364e-07,,,,,11260000000000.0,,,,,Swift,BAT,104.5,keV,modelled datum,2017ApJS..233...17R
2,14-195 keV (Swift),3.3e-11,,,erg/cm^2/s,2.53000000496374e+19,1.30434782352789e-07,,,,,3300000000000.0,,,,,Swift,BAT,104.5,keV,modelled datum,2017ApJS..233...17R
3,14-195 keV (Swift),3.674e-11,3.458e-11,3.458e-11,erg/cm^2/s,2.53000000496374e+19,1.45217391019438e-07,1.36679841629074e-07,1.36679841629074e-07,,,3674000000000.0,3458000000000.0,3458000000000.0,,,Swift,BAT,104.5,keV,from fitting to map,2018ApJS..235....4O
4,14-195 keV (Swift),3.44e-11,4.4e-12,4.4e-12,erg/cm^2/s,2.5300000049637e+19,1.35968379179879e-07,1.73913043137054e-08,1.73913043137054e-08,,,3440000000000.0,440000000000.0,440000000000.0,,,Swift,BAT,104.5,keV,flux integrated from map or image,2010ApJS..186..378T
5,15-150 keV (Swift),2.5e-11,6.3e-12,6.3e-12,erg/cm^2/s,1.9899999378467e+19,1.25628144627238e-07,3.1658292446064e-08,3.1658292446064e-08,,,2500000000000.0,630000000000.0,630000000000.0,,,Swift,BAT,82.5,keV,modelled datum,2010A&A...524A..64C
6,14-150 keV (Swift),9.85e-11,,,erg/cm^2/s,1.98000009949437e+19,4.97474722476801e-07,,,,,9850000000000.0,,,,,Swift,BAT,82.0,keV,modelled datum,2017ApJS..233...17R
7,20-100 keV INTEGRAL,3.72e-11,,,erg/cm^2/s,1.44999998068076e+19,2.56551727556127e-07,,,,,3720000000000.0,,,,,INTEGRAL,IBIS,60.0,keV,flux integrated from map or image,2016MNRAS.460...19M
8,15-55 keV (Swift),1.43e-11,1.6e-12,1.6e-12,erg/cm^2/s,8.4599998053876e+18,1.69030736748874e-07,1.8912529985888e-08,1.8912529985888e-08,,,1430000000000.0,160000000000.0,160000000000.0,,,Swift,BAT,35.0,keV,flux integrated from map or image,2009ApJ...699..603A
9,20-50 keV (Swift),3.33e-11,,,erg/cm^2/s,8.45999980538757e+18,3.93617030331296e-07,,,,,3330000000000.0,,,,,Swift,BAT,35.0,keV,modelled datum,2017ApJS..233...17R
10,10-50 keV (Suzaku),1.31,,,log(erg/cm^2/s),7.2499999034038e+18,2.81655176166458e-07,,,,,2042000000000.0,,,,,Suzaku,"XIS, HXD/PIN",30.0,keV,modelled datum,2011ApJ...727...19F
11,2-10 keV (Swift),3.8e-11,,,erg/cm^2/s,1.45000006314413e+18,2.62068954104748e-06,,,,,3800000000000.0,,,,,Swift,XRT,6.0,keV,flux integrated from map or image,2016MNRAS.460...19M
12,2-10 keV (XMM),3.4e-13,,,erg/cm^2/s,1.45000006314413e+18,2.34482748409511e-08,,,,,34000000000.0,,,,,XMM-Newton,EPIC pn,6.0,keV,modelled datum,2011MNRAS.413.1206B
13,2-10 keV (Swift),6.6e-12,,,erg/cm^2/s,1.45000006314413e+18,4.55172393971404e-07,,,,,660000000000.0,,,,,Swift,BAT,6.0,keV,modelled datum,2017ApJS..233...17R
14,2-10 keV (Swift),3e-13,,,erg/cm^2/s,1.45000006314413e+18,2.06896542714274e-08,,,,,30000000000.0,,,,,Swift,BAT,6.0,keV,modelled datum,2017ApJS..233...17R
15,2-10 keV (XMM),3.84e-13,,,erg/cm^2/s,1.4500000631441e+18,2.64827574674277e-08,,,,,38400000000.0,,,,,XMM-Newton,"EPIC (MOS1, MOS2, pn)",6.0,keV,modelled datum,2009A&A...500..999A
16,2-10 keV (XMM),3.3e-13,,,erg/cm^2/s,1.45000006e+18,2.27586197479192e-08,,,,,33000000000.0,,,,,XMM-Newton,"EPIC (MOS1, MOS2, pn)",6.0,keV,flux integrated from map or image,2006A&A...446..459C
17,2-10 keV (Chandra),-11.69,,,log(erg/cm^2/s),1.45000006e+18,1.40827580379548e-07,,,,,204200000000.0,,,,,Chandra,ACIS,6.0,keV,flux integrated from map or image,2006A&A...455..173P
18,0.3-8 keV (Chandra),3.45e-14,,,erg/cm^2/s,9.99999984306749e+17,3.45000005414172e-09,,,,,3450000000.0,,,,,Chandra,"ACIS-I, ACIS-S",4.15,keV,flux integrated from map or image,2016ApJS..224...40W
19,0.2-4 keV (EINSTEIN),5.91e-13,,,erg/cm^2/s,5.24599984e+17,1.12657266112307e-07,,,,,59100000000.0,,,,,Einstein,IPC,2.1,keV,flux integrated from map or image,1992ApJS...80..531F
20,0.2-4 keV (EINSTEIN),,,,erg/cm^2/s,5.24599984e+17,,,,2.1864278211644e-07,,,,,114700000000.0,,Einstein,IPC,2.1,keV,flux integrated from map or image,1992ApJS...80..531F
21,0.5-2 keV (XMM),,,,erg/cm^2/s,3.02000007e+17,,,,8.27814550348669e-08,,,,,25000000000.0,,XMM-Newton,"EPIC (MOS1, MOS2, pn)",1.25,keV,flux integrated from map or image,2006A&A...446..459C
22,0.5-2.0 keV Chandra,-12.58,0.01,0.01,log(erg/cm^2/s),3.02000006942949e+17,8.70860907131315e-08,2.00529796714344e-09,2.00529796714344e-09,,,26300000000.0,605600000.0,605600000.0,,,Chandra,ACIS,1.25,keV,modelled datum,2018ApJ...857...32B
23,0.5-2 keV (ROSAT),2.45e-13,1.7e-14,1.7e-14,erg/cm^2/s,2.90000006e+17,8.44827568727706e-08,5.86206884423306e-09,5.86206884423306e-09,,,24500000000.0,1700000000.0,1700000000.0,,,ROSAT,HRI,1.25,keV,flux integrated from map or image,2005A&A...435..799T
