No.,Bandpass,Measurement,Unc High,Unc Low,Unit,Frequency (Hz),Flux Density,FD Unc High,FD Unc Low,FD Upper Limit,FD Lower Limit,Flux,F Unc High,F Unc Low,F Upper Limit,F Lower Limit,Telescope,Instrument,Frequency,Freq. Unit,Aperature Type,Reference
1,2-10 keV (XMM),4.2e-13,,,erg/cm^2/s,1.45000006314413e+18,2.89655159799984e-08,,,,,42000000000.0,,,,,XMM-Newton,EPIC pn,6.0,keV,modelled datum,2011MNRAS.413.1206B
2,2-10 keV,1.04e-13,2.28e-13,2.28e-13,erg/cm^2/s,1.4500000631441e+18,7.17241348076166e-09,1.57241372462852e-08,1.57241372462852e-08,,,10400000000.0,22800000000.0,22800000000.0,,,"Chandra, XMM-Newton","EPIC (MOS1, MOS2, pn)",6.0,keV,modelled datum,2011ApJ...729...52L
3,2-10 keV (XMM),2.55e-13,,,erg/cm^2/s,1.4500000631441e+18,1.75862061307137e-08,,,,,25500000000.0,,,,,XMM-Newton,"EPIC (MOS1, MOS2, pn)",6.0,keV,modelled datum,2009A&A...500..999A
4,2-10 keV (Chandra),-12.77,,,log(erg/cm^2/s),1.45000006e+18,1.17103443430202e-08,,,,,16980000000.0,,,,,Chandra,ACIS,6.0,keV,flux integrated from map or image,2006A&A...455..173P
5,2-10 keV (XMM),4.8e-13,,,erg/cm^2/s,1.45000006e+18,3.31034469060643e-08,,,,,48000000000.0,,,,,XMM-Newton,"EPIC (MOS1, MOS2, pn)",6.0,keV,flux integrated from map or image,2006A&A...446..459C
6,2-10 keV (Chandra),-13.71,0.19,0.19,log(erg/cm^2/s),1.45000006e+18,1.34482753055886e-09,2.35310335090607e-10,2.35310335090607e-10,,,1950000000.0,341200000.0,341200000.0,,,Chandra,ACIS-S,6.0,keV,flux integrated from map or image,2006A&A...460...45G
7,0.3-8 keV (Chandra),1.6e-13,,,erg/cm^2/s,9.9999998430675e+17,1.6000000251092e-08,,,,,16000000000.0,,,,,Chandra,"ACIS-S, ACIS-I",4.15,keV,flux integrated from map or image,2011ApJS..192...10L
8,0.3-8 keV (Chandra),1.357e-13,4.7e-15,4.7e-15,erg/cm^2/s,9.9999998430675e+17,1.35700002129574e-08,4.70000007375828e-10,4.70000007375828e-10,,,13570000000.0,470000000.0,470000000.0,,,Chandra,ACIS-I,4.15,keV,flux integrated from map or image,2011ApJ...731...60G
9,0.3-8 keV (Chandra),2.29e-13,,,erg/cm^2/s,9.99999984306749e+17,2.29000003593755e-08,,,,,22900000000.0,,,,,Chandra,"ACIS-I, ACIS-S",4.15,keV,flux integrated from map or image,2016ApJS..224...40W
10,0.3-8 keV (Chandra),3.5873e-14,1.463e-15,1.463e-15,erg/cm^2/s,9.99999984e+17,3.587000057392e-09,1.463000023408e-10,1.463000023408e-10,,,3587000000.0,146300000.0,146300000.0,,,Chandra,ACIS-S3,4.15,keV,flux integrated from map or image,2006ApJS..163..424K
11,0.3-8 keV (Chandra),5.4737e-14,2.679e-15,2.679e-15,erg/cm^2/s,9.99999984e+17,5.474000087584e-09,2.679000042864e-10,2.679000042864e-10,,,5474000000.0,267900000.0,267900000.0,,,Chandra,ACIS-S3,4.15,keV,flux integrated from map or image,2006ApJS..163..424K
12,2-7 keV Chandra,6.9497e-14,2.6771e-15,2.6771e-15,erg/cm^2/s,9.18835911992269e+17,7.56358886063094e-09,2.91357148288575e-10,2.91357148288575e-10,,,6949697068.6924,267709411.0632,267709411.0632,,,Chandra,"ACIS, HRC-I",3.8,keV,flux in fixed aperture,2020CSC...C2..0000:
13,2-7 keV Chandra,7.0031e-14,2.8353e-15,2.8353e-15,erg/cm^2/s,9.18835911992269e+17,7.62166871354624e-09,3.08573151611412e-10,3.08573151611412e-10,,,7003062923.3142,283528093.1772,283528093.1772,,,Chandra,"ACIS, HRC-I",3.8,keV,from fitting to map,2020CSC...C2..0000:
14,0.5-7 keV Chandra,8.5108e-14,1.7084e-15,1.7084e-15,erg/cm^2/s,5.56137525679531e+17,1.53034412215582e-08,3.07182207212254e-10,3.07182207212254e-10,,,8510817935.3395,170835552.6518,170835552.6518,,,Chandra,"ACIS, HRC-I",2.3,keV,from fitting to map,2020CSC...C2..0000:
15,0.5-7 keV Chandra,8.9925e-14,1.7359e-15,1.7359e-15,erg/cm^2/s,5.56137525679531e+17,1.61695471055883e-08,3.12131800693179e-10,3.12131800693179e-10,,,8992491918.6605,173588207.323401,173588207.323401,,,Chandra,"ACIS, HRC-I",2.3,keV,flux in fixed aperture,2020CSC...C2..0000:
16,0.2-4 keV (EINSTEIN),3.412e-12,,,erg/cm^2/s,5.24599984e+17,6.50400324831119e-07,,,,,341200000000.0,,,,,Einstein,IPC,2.1,keV,flux integrated from map or image,1992ApJS...80..531F
17,1.2-2 keV Chandra,6.2089e-15,2.7372e-16,2.7372e-16,erg/cm^2/s,3.77206321765247e+17,1.64602793855046e-09,7.2565124455085e-11,7.2565124455085e-11,,,620892144.22345,27372023.68414,27372023.68414,,,Chandra,"ACIS, HRC-I",1.56,keV,flux in fixed aperture,2020CSC...C2..0000:
18,1.2-2 keV Chandra,5.698e-15,2.7438e-16,2.7438e-16,erg/cm^2/s,3.77206321765247e+17,1.51057945085659e-09,7.27408654583369e-11,7.27408654583369e-11,,,569800118.39178,27438314.30156,27438314.30156,,,Chandra,"ACIS, HRC-I",1.56,keV,from fitting to map,2020CSC...C2..0000:
19,0.5-2 keV (XMM),7.3e-13,,,erg/cm^2/s,3.02000007e+17,2.41721848701811e-07,,,,,73000000000.0,,,,,XMM-Newton,"EPIC (MOS1, MOS2, pn)",1.25,keV,flux integrated from map or image,2006A&A...446..459C
20,0.5-1.2 keV Chandra,1.5979e-14,5.1597e-16,5.1597e-16,erg/cm^2/s,2.22455010271813e+17,7.18320534540317e-09,2.31942066374927e-10,2.31942066374927e-10,,,1597940018.8962,51596674.7578998,51596674.7578998,,,Chandra,"ACIS, HRC-I",0.92,keV,flux in fixed aperture,2020CSC...C2..0000:
21,0.5-1.2 keV Chandra,1.3626e-14,4.5691e-16,4.5691e-16,erg/cm^2/s,2.22455010271813e+17,6.12534201980012e-09,2.05392852234129e-10,2.05392852234129e-10,,,1362613021.933,45690669.0535,45690669.0535,,,Chandra,"ACIS, HRC-I",0.92,keV,from fitting to map,2020CSC...C2..0000:
22,0.2-0.5 keV Chandra,7.7184e-15,2.6571e-15,2.6571e-15,erg/cm^2/s,9.67195696833967e+16,7.98014122485872e-09,2.74726173314813e-09,2.74726173314813e-09,,,771835825.28107,265713972.63775,265713972.63775,,,Chandra,"ACIS, HRC-I",0.4,keV,flux in fixed aperture,2020CSC...C2..0000:
23,0.2-0.5 keV Chandra,1.1851e-14,3.0975e-15,3.0975e-15,erg/cm^2/s,9.67195696833967e+16,1.22532886207603e-08,3.20256407133574e-09,3.20256407133574e-09,,,1185132802.6064,309750618.8631,309750618.8631,,,Chandra,"ACIS, HRC-I",0.4,keV,from fitting to map,2020CSC...C2..0000:
24,1150 A (FUSE),5e-14,3e-14,3e-14,erg/cm^2/s/A,2610000090000000.0,0.002209,0.001325,0.001325,,,5765490198810.0,3458250119250.0,3458250119250.0,,,FUSE,?,1150.0,A,modelled datum,2007MNRAS.381..228P
25,1482A (IUE),6.4e-15,2.4e-15,2.4e-15,erg/cm^2/s/A,2022890000000000.0,0.0004695,0.0001761,0.0001761,,,949746855000.0,356230929000.0,356230929000.0,,,IUE,"SWP, LWR, LWP",1482.0,A,flux in fixed aperture,1993ApJS...86....5K
26,FUV (GALEX) AB,11.17,0.01,0.01,mag,1980000060000000.0,0.1236,0.001138,0.001138,,,244728007416000.0,2253240068280.0,2253240068280.0,,,GALEX,FUV detector,1516.0,A,total flux; beam filling or dilution corrected,2007ApJS..173..185G
27,FUV (GALEX) AB,11.006,0.002,0.002,mag,1980000056115200.0,0.1438,0.0002648,0.0002648,,,284724008069366.0,524304014859.305,524304014859.305,,,GALEX,FUV detector,1516.0,A,flux in fixed aperture,2009ApJ...703.1569M
28,FUV (GALEX) AB,11.55,0.01,0.01,mag,1970000030072800.0,0.0871,0.0008022,0.0008022,,,171587002619341.0,1580334024124.4,1580334024124.4,,,GALEX,FUV detector,1525.0,A,flux in fixed aperture,2010AJ....139.1212S
29,FUV (GALEX),123.02,5.67,5.67,mJy,1960000004030500.0,0.123,0.00567,0.00567,,,241080000495752.0,11113200022852.9,11113200022852.9,,,GALEX,FUV detector,1528.0,A,flux in fixed aperture,2011ApJ...741..124H
30,FUV (GALEX) AB,12.83,0.1,0.1,mag,1960000004030460.0,0.0269,0.002477,0.002477,,,52724000108419.4,4854920009983.45,4854920009983.45,,,GALEX,FUV detector,1531.0,A,flux in fixed aperture,2014ApJS..212...18B
31,FUV (GALEX) AB,11.14,0.01,0.01,mag,1960000004030460.0,0.1271,0.00117,0.00117,,,249116000512271.0,2293200004715.64,2293200004715.64,,,GALEX,FUV detector,1530.0,A,total flux; beam filling or dilution corrected,2018ApJS..234...18B
32,FUV (GALEX) AB,13.22,0.1,0.1,mag,1960000004030460.0,0.01868,0.001721,0.001721,,,36612800075289.0,3373160006936.42,3373160006936.42,,,GALEX,FUV detector,1531.0,A,flux in fixed aperture,2014ApJS..212...18B
33,FUV (GALEX),160.0,22.2,22.2,mJy,1960000000000000.0,0.16,0.0222,0.0222,,,313600000000000.0,43512000000000.0,43512000000000.0,,,GALEX,FUV detector,1528.0,A,flux integrated from map or image,2007ApJ...655..863D
34,FUV (GALEX),11.14,0.01,0.01,mag,1949999977988100.0,0.01822,0.0001678,0.0001678,,,35528999598943.2,327209996306.403,327209996306.403,,,GALEX,FUV detector,1539.0,A,flux in fixed aperture,2015ApJS..220....6B
35,FUV (GALEX),11.13,0.02,0.02,mag,1949999977988100.0,0.01839,0.0003388,0.0003388,,,35860499595201.2,660659992542.368,660659992542.368,,,GALEX,FUV detector,1539.0,A,flux in fixed aperture,2015ApJS..220....6B
36,FUV (GALEX) AB,11.01,0.05,0.05,mag,1949999977988100.0,0.1432,0.006596,0.006596,,,279239996847896.0,12862199854809.5,12862199854809.5,,,GALEX,FUV detector,1539.0,A,flux in fixed aperture,2011ApJS..192....6L
37,1550 A (OAO),8.95,0.57,0.57,mag,1930000060000000.0,0.076632,0.05291,0.05291,,,147899764597920.0,102116303174600.0,102116303174600.0,,,OAO,Photometer,1550.0,A,flux in fixed aperture,1982ApJ...256....1C
38,1910 A (OAO),9.32,0.48,0.48,mag,1570000060000000.0,0.082759,0.046011,0.046011,,,129931634965540.0,72237272760660.0,72237272760660.0,,,OAO,Photometer,1910.0,A,flux in fixed aperture,1982ApJ...256....1C
39,1913A (IUE),6.4e-15,2.1e-15,2.1e-15,erg/cm^2/s/A,1567129950000000.0,0.0007823,0.0002567,0.0002567,,,1225965759885.0,402282258165.0,402282258165.0,,,IUE,"SWP, LWR, LWP",1913.0,A,flux in fixed aperture,1993ApJS...86....5K
40,UVW2 (Swift) AB,12.17,0.1,0.1,mag,1479999961956350.0,0.049,0.004513,0.004513,,,72519998135861.2,6679239828309.01,6679239828309.01,,,Swift,UVOT,2026.0,A,flux in fixed aperture,2014ApJS..212...18B
41,UVW2 (Swift) AB,12.58,0.1,0.1,mag,1479999961956350.0,0.03383,0.003116,0.003116,,,50068398712983.3,4611679881455.99,4611679881455.99,,,Swift,UVOT,2026.0,A,flux in fixed aperture,2014ApJS..212...18B
42,NUV (GALEX) AB,10.92,0.0,0.0,mag,1360000052101100.0,0.1556,,,,,211616008106931.0,,,,,GALEX,NUV detector,2200.0,A,flux in fixed aperture,2010AJ....139.1212S
43,UVM2 (Swift) AB,12.1,0.1,0.1,mag,1340000000016380.0,0.05266,0.004851,0.004851,,,70564400000862.6,6500340000079.46,6500340000079.46,,,Swift,UVOT,2239.0,A,flux in fixed aperture,2014ApJS..212...18B
44,UVM2 (Swift) AB,12.51,0.1,0.1,mag,1340000000016380.0,0.03585,0.003302,0.003302,,,48039000000587.2,4424680000054.09,4424680000054.09,,,Swift,UVOT,2239.0,A,flux in fixed aperture,2014ApJS..212...18B
45,NUV (GALEX) AB,10.64,0.01,0.01,mag,1319999950000000.0,0.2014,0.001855,0.001855,,,265847989930000.0,2448599907250.0,2448599907250.0,,,GALEX,NUV detector,2267.0,A,total flux; beam filling or dilution corrected,2007ApJS..173..185G
46,NUV (GALEX),260.8,36.1,36.1,mJy,1319999950000000.0,0.2608,0.0361,0.0361,,,344255986960000.0,47651998195000.0,47651998195000.0,,,GALEX,NUV detector,2271.0,A,flux integrated from map or image,2007ApJ...655..863D
47,NUV (GALEX) AB,10.49,0.001,0.001,mag,1319999947931600.0,0.2312,0.000213,0.000213,,,305183987961786.0,281159988909.431,281159988909.431,,,GALEX,NUV detector,2267.0,A,flux in fixed aperture,2009ApJ...703.1569M
48,NUV (GALEX),196.7,5.43,5.43,mJy,1319999947931600.0,0.1967,0.00543,0.00543,,,259643989758146.0,7167599717268.59,7167599717268.59,,,GALEX,NUV detector,2271.0,A,flux in fixed aperture,2011ApJ...741..124H
49,NUV (GALEX) AB,12.06,0.1,0.1,mag,1310000056107010.0,0.05432,0.005003,0.005003,,,71159203047732.8,6553930280703.37,6553930280703.37,,,GALEX,NUV detector,2286.0,A,flux in fixed aperture,2014ApJS..212...18B
50,NUV (GALEX) AB,12.46,0.1,0.1,mag,1310000056107010.0,0.03763,0.003465,0.003465,,,49295302111306.8,4539150194410.79,4539150194410.79,,,GALEX,NUV detector,2286.0,A,flux in fixed aperture,2014ApJS..212...18B
51,NUV (GALEX) AB,10.58,0.01,0.01,mag,1300000030064640.0,0.2128,0.00196,0.00196,,,276640006397755.0,2548000058926.69,2548000058926.69,,,GALEX,NUV detector,2310.0,A,total flux; beam filling or dilution corrected,2018ApJS..234...18B
52,NUV (GALEX) AB,10.53,0.03,0.03,mag,1290000004022300.0,0.2229,0.006158,0.006158,,,287541000896571.0,7943820024769.32,7943820024769.32,,,GALEX,NUV detector,2316.0,A,flux in fixed aperture,2011ApJS..192....6L
53,NUV (GALEX),10.6,0.01,0.01,mag,1290000004022270.0,0.04538,0.0004179,0.0004179,,,58540200182530.6,539091001680.907,539091001680.907,,,GALEX,NUV detector,2316.0,A,flux in fixed aperture,2015ApJS..220....6B
54,NUV (GALEX),10.59,0.01,0.01,mag,1290000004022270.0,0.0458,0.0004218,0.0004218,,,59082000184220.0,544122001696.594,544122001696.594,,,GALEX,NUV detector,2316.0,A,flux in fixed aperture,2015ApJS..220....6B
55,2373A (IUE),5.9e-15,2.2e-15,2.2e-15,erg/cm^2/s/A,1263350000000000.0,0.00111,0.0004138,0.0004138,,,1402318500000.0,522774230000.0,522774230000.0,,,IUE,"SWP, LWR, LWP",2373.0,A,flux in fixed aperture,1993ApJS...86....5K
56,2460 A (OAO),9.57,0.43,0.43,mag,1219999960000000.0,0.10905,0.05299,0.05299,,,133040995638000.0,64647797880400.0,64647797880400.0,,,OAO,Photometer,2460.0,A,flux in fixed aperture,1982ApJ...256....1C
57,UVW1 (Swift) AB,11.81,0.1,0.1,mag,1150000042082300.0,0.06868,0.006326,0.006326,,,78982002890212.4,7274900266212.63,7274900266212.63,,,Swift,UVOT,2598.0,A,flux in fixed aperture,2014ApJS..212...18B
58,UVW1 (Swift) AB,12.11,0.1,0.1,mag,1150000042082300.0,0.05215,0.004804,0.004804,,,59972502194592.0,5524600202163.37,5524600202163.37,,,Swift,UVOT,2598.0,A,flux in fixed aperture,2014ApJS..212...18B
59,2700A (IUE),7.3e-15,1e-15,1e-15,erg/cm^2/s/A,1110339980000000.0,0.001777,0.0002435,0.0002435,,,1973074144460.0,270367785130.0,270367785130.0,,,IUE,"SWP, LWR, LWP",2700.0,A,flux in fixed aperture,1993ApJS...86....5K
60,2980 A (OAO),9.19,0.1,0.1,mag,1010000010000000.0,0.22708,0.021908,0.021908,,,229350802270800.0,22127080219080.0,22127080219080.0,,,OAO,Photometer,2980.0,A,flux in fixed aperture,1982ApJ...256....1C
61,F330W (HST/ACS),13.44,,,mag,907999976000000.0,0.01528,,,,,13874239633280.0,,,,,HST,ACS,3300.0,A,flux in fixed aperture,2007AJ....134..648M
62,F330W (HST/ACS),17.73,,,mag,907999976000000.0,0.0002938,,,,,266770392948.8,,,,,HST,ACS,3300.0,A,flux in fixed aperture,2007AJ....134..648M
63,F330W (HST/ACS),15.34,,,mag,907999976000000.0,0.002655,,,,,2410739936280.0,,,,,HST,ACS,3300.0,A,flux in fixed aperture,2007AJ....134..648M
64,3320 A (OAO),9.08,0.09,0.09,mag,903000030000000.0,0.31191,0.026957,0.026957,,,281654739357300.0,24342171808710.0,24342171808710.0,,,OAO,Photometer,3320.0,A,flux in fixed aperture,1982ApJ...256....1C
65,u (SDSS) AB,11.01,0.05,0.05,mag,843999996805120.0,0.1429,0.00658,0.00658,,,120607599543452.0,5553519978977.69,5553519978977.69,,,2.5m,Imaging camera,3551.0,A,flux in fixed aperture,2014ApJS..212...18B
66,u (SDSS) AB,11.23,0.05,0.05,mag,843999996805120.0,0.1165,0.005366,0.005366,,,98325999627796.5,4528903982856.27,4528903982856.27,,,2.5m,Imaging camera,3551.0,A,flux in fixed aperture,2014ApJS..212...18B
67,4250 A (OAO),8.46,0.17,0.17,mag,705000024000000.0,0.90474,0.15335,0.15335,,,637841721713760.0,108111753680400.0,108111753680400.0,,,OAO,Photometer,4250.0,A,flux in fixed aperture,1982ApJ...256....1C
68,B (Johnson) AB,9.26,0.03,0.03,mag,681000015233024.0,0.7178,0.01983,0.01983,,,488821810934265.0,13504230302070.9,13504230302070.9,,,Multiple telescopes,Multiple instruments,4400.0,A,flux in fixed aperture,2014MNRAS.445..881C
69,B (B_T^0),8.67,,,mag,681000015000000.0,1.45,,,,,987450021750000.0,,,,,Literature compilation,Literature compilation,4400.0,A,multiple methods,1991RC3.9.C...0000d
70,B (B_T),8.96,0.06,0.06,mag,681000015000000.0,1.11,0.06308,0.06308,,,755910016650000.0,42957480946200.0,42957480946200.0,,,Literature compilation,Literature compilation,4400.0,A,multiple methods,1991RC3.9.C...0000d
71,B (m_B),9.08,0.15,0.15,mag,681000015000000.0,0.9941,0.1473,0.1473,,,676982114911500.0,100311302209500.0,100311302209500.0,,,Literature compilation,Literature compilation,4400.0,A,multiple methods,1991RC3.9.C...0000d
72,m_p,8.8,0.4,0.4,mag,681000015000000.0,1.2865,0.57306,0.57306,,,876106519297500.0,390253868595900.0,390253868595900.0,,,Oschin Schmidt,Photographic plates,4400.0,A,estimated by eye,1966CGCG3.C...0000Z
73,B,1.47,,,Jy,665999976000000.0,1.47,,,,,979019964720000.0,,,,,"2.1m, 1.5m",CCD,0.45,microns,total flux; beam filling or dilution corrected,2007ApJ...655..863D
74,g (SDSS) AB,9.88,0.05,0.05,mag,639999988989952.0,0.4051,0.01866,0.01866,,,259263995539830.0,11942399794552.5,11942399794552.5,,,2.5m,Imaging camera,4681.0,A,flux in fixed aperture,2014ApJS..212...18B
75,g (SDSS) AB,10.05,0.05,0.05,mag,639999988989952.0,0.3456,0.01592,0.01592,,,221183996194927.0,10188799824720.0,10188799824720.0,,,2.5m,Imaging camera,4681.0,A,flux in fixed aperture,2014ApJS..212...18B
76,V,1.96,,,Jy,545000010000000.0,1.96,,,,,1068200019600000.0,,,,,"2.1m, 1.5m",CCD,0.55,microns,total flux; beam filling or dilution corrected,2007ApJ...655..863D
77,V (V_T^0),8.14,,,mag,542000009000000.0,2.019,,,,,1094298018171000.0,,,,,Literature compilation,Literature compilation,5530.0,A,multiple methods,1991RC3.9.C...0000d
78,V (V_T),8.36,0.06,0.06,mag,542000009000000.0,1.649,0.09499,0.09499,,,893758014841000.0,51484580854910.0,51484580854910.0,,,Literature compilation,Literature compilation,5530.0,A,multiple methods,1991RC3.9.C...0000d
79,V (Johnson),8.38,,,mag,542000009000000.0,0.1618,,,,,87695601456200.0,,,,,"CFHT, 1.5m, HST, 2.1m, 2.5m, 1.5m","HRCam,  Mosaic II, ACS, T2KA, WideField",5530.0,A,total flux; beam filling or dilution corrected,2008AJ....136..773F
80,r (SDSS) AB,9.43,0.05,0.05,mag,486000010723328.0,0.6139,0.02827,0.02827,,,298355406583051.0,13739220303148.5,13739220303148.5,,,2.5m,Imaging camera,6165.0,A,flux in fixed aperture,2014ApJS..212...18B
81,r (SDSS) AB,9.31,0.05,0.05,mag,486000010723328.0,0.6838,0.03149,0.03149,,,332326807332612.0,15304140337677.6,15304140337677.6,,,2.5m,Imaging camera,6165.0,A,flux in fixed aperture,2014ApJS..212...18B
82,R,2.2,,,Jy,453999988000000.0,2.2,,,,,998799973600000.0,,,,,"2.1m, 1.5m",CCD,0.66,microns,total flux; beam filling or dilution corrected,2007ApJ...655..863D
83,i (SDSS) AB,9.0,0.05,0.05,mag,400999990689792.0,0.9143,0.04211,0.04211,,,366634291487677.0,16886109607947.1,16886109607947.1,,,2.5m,Imaging camera,7480.0,A,flux in fixed aperture,2014ApJS..212...18B
84,i (SDSS) AB,9.09,0.05,0.05,mag,400999990689792.0,0.8421,0.03878,0.03878,,,337682092159874.0,15550779638950.1,15550779638950.1,,,2.5m,Imaging camera,7480.0,A,flux in fixed aperture,2014ApJS..212...18B
85,R (Cousins) AB,8.4,0.03,0.03,mag,378999993794560.0,1.585,0.04379,0.04379,,,600714990164378.0,16596409728263.8,16596409728263.8,,,Multiple telescopes,Multiple instruments,7900.0,A,flux in fixed aperture,2014MNRAS.445..881C
86,I,3.02,,,Jy,369999990000000.0,3.02,,,,,1117399969800000.0,,,,,"2.1m, 1.5m",CCD,0.81,microns,total flux; beam filling or dilution corrected,2007ApJ...655..863D
87,z (SDSS) AB,8.86,0.05,0.05,mag,335999989186560.0,1.034,0.04761,0.04761,,,347423988818903.0,15996959485172.1,15996959485172.1,,,2.5m,Imaging camera,8931.0,A,flux in fixed aperture,2014ApJS..212...18B
88,z (SDSS) AB,8.8,0.05,0.05,mag,335999989186560.0,1.1,0.05066,0.05066,,,369599988105216.0,17021759452191.1,17021759452191.1,,,2.5m,Imaging camera,8931.0,A,flux in fixed aperture,2014ApJS..212...18B
89,J (KPNO),10.52,0.05,0.05,mag,243733992000000.0,0.09663,0.004554,0.004554,,,23552015646960.0,1109964599568.0,1109964599568.0,,,"2.1m, 4m",Photometer,1.23,microns,flux in fixed aperture,1981ApJ...243..756B
90,J (2MASS) AB,8.42,0.05,0.05,mag,243000005361664.0,1.562,0.07194,0.07194,,,379566008374919.0,17481420385718.1,17481420385718.1,,,1.3m,256x256 NICMOS3,12320.0,A,flux in fixed aperture,2014ApJS..212...18B
91,J (2MASS) AB,8.45,0.05,0.05,mag,243000005361664.0,1.51,0.06955,0.06955,,,366930008096113.0,16900650372903.7,16900650372903.7,,,1.3m,256x256 NICMOS3,12320.0,A,flux in fixed aperture,2014ApJS..212...18B
92,J (Johnson),7.89,0.03,0.03,mag,241768004000000.0,1.119,0.03136,0.03136,,,270538396476000.0,7581844605440.0,7581844605440.0,,,Multiple telescopes,Photometer,1.24,microns,flux in fixed aperture,1977HarvU.T00M....A
93,J (Johnson),8.76,0.03,0.03,mag,241768004000000.0,0.5023,0.01407,0.01407,,,121440068409200.0,3401675816280.0,3401675816280.0,,,Multiple telescopes,Photometer,1.24,microns,flux in fixed aperture,1977HarvU.T00M....A
94,J_20 (2MASS LGA),6.517,0.016,0.016,mag,240000004000000.0,3.9368,0.058443,0.058443,,,944832015747200.0,14026320233772.0,14026320233772.0,,,1.3m,256x256 NICMOS3,1.25,microns,flux integrated from map or image,2003AJ....125..525J
95,J_14arcsec (2MASS),9.981,0.015,0.015,mag,240000004000000.0,0.16201,0.0022538,0.0022538,,,38882400648040.0,540912009015.2,540912009015.2,,,1.3m,256x256 NICMOS3,1.25,microns,flux in fixed aperture,20032MASX.C.......:
96,J_tot (2MASS LGA),6.401,0.019,0.019,mag,240000004000000.0,4.3807,0.077336,0.077336,,,1051368017522800.0,18560640309344.0,18560640309344.0,,,1.3m,256x256 NICMOS3,1.25,microns,total flux; beam filling or dilution corrected,2003AJ....125..525J
97,J_Kron (2MASS LGA),6.454,0.016,0.016,mag,240000004000000.0,4.172,0.061935,0.061935,,,1001280016688000.0,14864400247740.0,14864400247740.0,,,1.3m,256x256 NICMOS3,1.25,microns,flux integrated from map or image,2003AJ....125..525J
98,J (Johnson),11.03,,,mag,237931004000000.0,0.06208,,,,,14770756728320.0,,,,,UKIRT,Photometer,1.26,microns,flux in fixed aperture,1982MNRAS.201..223E
99,J (Johnson),10.44,,,mag,237931004000000.0,0.1069,,,,,25434824327600.0,,,,,UKIRT,Photometer,1.26,microns,flux in fixed aperture,1982MNRAS.201..223E
100,H (Johnson),9.68,,,mag,187369995000000.0,0.1443,,,,,27037490278500.0,,,,,UKIRT,Photometer,1.6,microns,flux in fixed aperture,1982MNRAS.201..223E
101,H (Johnson),10.22,,,mag,187369995000000.0,0.08778,,,,,16447338161100.0,,,,,UKIRT,Photometer,1.6,microns,flux in fixed aperture,1982MNRAS.201..223E
102,H (2MASS) AB,8.21,0.05,0.05,mag,181999994142720.0,1.883,0.08673,0.08673,,,342705988970742.0,15784859491998.1,15784859491998.1,,,1.3m,256x256 NICMOS3,16440.0,A,flux in fixed aperture,2014ApJS..212...18B
103,H (2MASS) AB,8.24,0.05,0.05,mag,181999994142720.0,1.84,0.08474,0.08474,,,334879989222605.0,15422679503654.1,15422679503654.1,,,1.3m,256x256 NICMOS3,16440.0,A,flux in fixed aperture,2014ApJS..212...18B
104,H_20 (2MASS LGA),5.817,0.016,0.016,mag,181999994000000.0,4.825,0.071629,0.071629,,,878149971050000.0,13036477570226.0,13036477570226.0,,,1.3m,256x256 NICMOS3,1.65,microns,flux integrated from map or image,2003AJ....125..525J
105,H_tot (2MASS LGA),5.653,0.02,0.02,mag,181999994000000.0,5.6118,0.10433,0.10433,,,1021347566329200.0,18988059374020.0,18988059374020.0,,,1.3m,256x256 NICMOS3,1.65,microns,total flux; beam filling or dilution corrected,2003AJ....125..525J
106,H_14arcsec (2MASS),9.278,0.015,0.015,mag,181999994000000.0,0.19911,0.0027701,0.0027701,,,36238018805340.0,504158183379.4,504158183379.4,,,1.3m,256x256 NICMOS3,1.65,microns,flux in fixed aperture,20032MASX.C.......:
107,H_Kron (2MASS LGA),5.735,0.017,0.017,mag,181999994000000.0,5.2036,0.082118,0.082118,,,947055168778400.0,14945475507292.0,14945475507292.0,,,1.3m,256x256 NICMOS3,1.65,microns,flux integrated from map or image,2003AJ....125..525J
