No.,Bandpass,Measurement,Unc High,Unc Low,Unit,Frequency (Hz),Flux Density,FD Unc High,FD Unc Low,FD Upper Limit,FD Lower Limit,Flux,F Unc High,F Unc Low,F Upper Limit,F Lower Limit,Telescope,Instrument,Frequency,Freq. Unit,Aperature Type,Reference
1,2-10 keV (XMM),4.92e-13,2.9e-14,2.9e-14,erg/cm^2/s,1.45000006314413e+18,3.3931033005141e-08,1.99999991290465e-09,1.99999991290465e-09,,,49200000000.0,2900000000.0,2900000000.0,,,XMM-Newton,"EPIC (MOS1, MOS2, pn)",6.0,keV,modelled datum,2011A&A...535A..93P
2,2-10 keV (ASCA),5.2e-13,,,erg/cm^2/s,1.45000006e+18,3.58620674815696e-08,,,,,52000000000.0,,,,,ASCA,GIS,6.0,keV,flux integrated from map or image,2001ApJS..133....1U
3,0.3-10 keV (XMM),9.91e-13,1.08e-13,1.08e-13,erg/cm^2/s,1.25e+18,7.928e-08,8.64e-09,8.64e-09,,,99100000000.0,10800000000.0,10800000000.0,,,XMM-Newton,"EPIC (MOS1, MOS2, pn)",5.15,keV,modelled datum,2004MNRAS.352.1335J
4,0.3-10 keV (XMM),1e-12,1.59e-13,1.59e-13,erg/cm^2/s,1.25e+18,8e-08,1.272e-08,1.272e-08,,,100000000000.0,15900000000.0,15900000000.0,,,XMM-Newton,"EPIC (MOS1, MOS2, pn)",5.15,keV,modelled datum,2004MNRAS.352.1335J
5,0.3-10 keV (XMM),9.71e-13,5.6e-14,5.6e-14,erg/cm^2/s,1.25e+18,7.768e-08,4.48e-09,4.48e-09,,,97100000000.0,5600000000.0,5600000000.0,,,XMM-Newton,"EPIC (MOS1, MOS2, pn)",5.15,keV,modelled datum,2004MNRAS.352.1335J
6,0.3-8 keV (Chandra),4.16e-13,,,erg/cm^2/s,9.99999984306749e+17,4.16000006528393e-08,,,,,41600000000.0,,,,,Chandra,"ACIS-I, ACIS-S",4.15,keV,flux integrated from map or image,2016ApJS..224...40W
7,0.7-7 keV (ASCA),1.28e-12,,,erg/cm^2/s,9.30999995e+17,1.3748657431518e-07,,,,,128000000000.0,,,,,ASCA,GIS,3.85,keV,flux integrated from map or image,2001ApJS..133....1U
8,0.7-2 keV (ASCA),8.5e-13,,,erg/cm^2/s,3.26000009e+17,2.6073618912078e-07,,,,,85000000000.0,,,,,ASCA,GIS,1.35,keV,flux integrated from map or image,2001ApJS..133....1U
9,0.1-2.4 keV (ROSAT),3.45e-12,5.79e-13,5.79e-13,erg/cm^2/s,3.25000003e+17,1.06153845173965e-06,1.78153844509349e-07,1.78153844509349e-07,,,345000000000.0,57900000000.0,57900000000.0,,,ROSAT,?,1.3,keV,flux integrated from map or image,1994A&A...281..355B
10,0.5-2 keV (XMM),7.11e-13,2.9e-14,2.9e-14,erg/cm^2/s,3.02000006942949e+17,2.35430458163637e-07,9.60264878585861e-09,9.60264878585861e-09,,,71100000000.0,2900000000.0,2900000000.0,,,XMM-Newton,"EPIC (MOS1, MOS2, pn)",1.25,keV,modelled datum,2011A&A...535A..93P
