No.,Bandpass,Measurement,Unc High,Unc Low,Unit,Frequency (Hz),Flux Density,FD Unc High,FD Unc Low,FD Upper Limit,FD Lower Limit,Flux,F Unc High,F Unc Low,F Upper Limit,F Lower Limit,Telescope,Instrument,Frequency,Freq. Unit,Aperature Type,Reference
1,0.3-8 keV (Chandra),9.66e-14,,,erg/cm^2/s,9.99999984306749e+17,9.66000015159681e-09,,,,,9660000000.0,,,,,Chandra,"ACIS-I, ACIS-S",4.15,keV,flux integrated from map or image,2016ApJS..224...40W
2,2-7 keV Chandra,1.8605e-14,1.0929e-15,1.0929e-15,erg/cm^2/s,9.18835911992269e+17,2.02481109972643e-09,1.18939666674913e-10,1.18939666674913e-10,,,1860469153.4292,109286037.1013,109286037.1013,,,Chandra,"ACIS, HRC-I",3.8,keV,from fitting to map,2020CSC...C2..0000:
3,2-7 keV Chandra,1.8261e-14,1.0717e-15,1.0717e-15,erg/cm^2/s,9.18835911992269e+17,1.98745937700426e-09,1.16632562132162e-10,1.16632562132162e-10,,,1826149049.2173,107166186.5947,107166186.5947,,,Chandra,"ACIS, HRC-I",3.8,keV,flux in fixed aperture,2020CSC...C2..0000:
4,2-7 keV Chandra,2.0586e-14,1.4803e-15,1.4803e-15,erg/cm^2/s,9.18835911992269e+17,2.24042325713889e-09,1.61104006046235e-10,1.61104006046235e-10,,,2058581346.7219,148028146.3211,148028146.3211,,,Chandra,"ACIS, HRC-I",3.8,keV,from fitting to map,2020CSC...C2..0000:
5,2-7 keV Chandra,2.0483e-14,1.4608e-15,1.4608e-15,erg/cm^2/s,9.18835911992269e+17,2.22923350433721e-09,1.58983031773827e-10,1.58983031773827e-10,,,2048299800.0014,146079318.9912,146079318.9912,,,Chandra,"ACIS, HRC-I",3.8,keV,flux in fixed aperture,2020CSC...C2..0000:
6,0.5-7 keV Chandra,3.6546e-14,9.371e-16,9.371e-16,erg/cm^2/s,5.56137525679531e+17,6.57138326640203e-09,1.68501809643573e-10,1.68501809643573e-10,,,3654592830.0687,93710179.4877003,93710179.4877003,,,Chandra,"ACIS, HRC-I",2.3,keV,flux in fixed aperture,2020CSC...C2..0000:
7,0.5-7 keV Chandra,3.5207e-14,8.754e-16,8.754e-16,erg/cm^2/s,5.56137525679531e+17,6.33070035342264e-09,1.57407115549588e-10,1.57407115549588e-10,,,3520740030.371,87540003.7661002,87540003.7661002,,,Chandra,"ACIS, HRC-I",2.3,keV,from fitting to map,2020CSC...C2..0000:
8,0.5-7 keV Chandra,3.9458e-14,1.2104e-15,1.2104e-15,erg/cm^2/s,5.56137525679531e+17,7.09494669022372e-09,2.17649337392222e-10,2.17649337392222e-10,,,3945766097.1292,121042963.9631,121042963.9631,,,Chandra,"ACIS, HRC-I",2.3,keV,flux in fixed aperture,2020CSC...C2..0000:
9,0.5-7 keV Chandra,3.852e-14,1.2134e-15,1.2134e-15,erg/cm^2/s,5.56137525679531e+17,6.92633713810435e-09,2.1819164870044e-10,2.1819164870044e-10,,,3851995998.0076,121344563.6322,121344563.6322,,,Chandra,"ACIS, HRC-I",2.3,keV,from fitting to map,2020CSC...C2..0000:
10,1.2-2 keV Chandra,8.212e-15,4.7511e-16,4.7511e-16,erg/cm^2/s,3.77206321765247e+17,2.17705036809438e-09,1.25953732817336e-10,1.25953732817336e-10,,,821197161.64656,47510544.2686301,47510544.2686301,,,Chandra,"ACIS, HRC-I",1.56,keV,from fitting to map,2020CSC...C2..0000:
