No.,Bandpass,Measurement,Unc High,Unc Low,Unit,Frequency (Hz),Flux Density,FD Unc High,FD Unc Low,FD Upper Limit,FD Lower Limit,Flux,F Unc High,F Unc Low,F Upper Limit,F Lower Limit,Telescope,Instrument,Frequency,Freq. Unit,Aperature Type,Reference
1,2-10 keV (XMM),8.7e-13,,,erg/cm^2/s,1.45000006314413e+18,5.99999973871396e-08,,,,,87000000000.0,,,,,XMM-Newton,EPIC pn,6.0,keV,modelled datum,2011MNRAS.413.1206B
2,2-10 keV (ASCA),1.74e-12,,,erg/cm^2/s,1.45000006e+18,1.19999995034483e-07,,,,,174000000000.0,,,,,ASCA,GIS,6.0,keV,flux integrated from map or image,2001ApJS..133....1U
3,0.3-10 keV (XMM),1.73e-12,1.82e-13,1.82e-13,erg/cm^2/s,1.25e+18,1.384e-07,1.456e-08,1.456e-08,,,173000000000.0,18200000000.0,18200000000.0,,,XMM-Newton,"EPIC (MOS1, MOS2, pn)",5.15,keV,modelled datum,2004MNRAS.352.1335J
4,0.3-10 keV (XMM),1.813e-12,2.05e-13,2.05e-13,erg/cm^2/s,1.25e+18,1.4504e-07,1.64e-08,1.64e-08,,,181300000000.0,20500000000.0,20500000000.0,,,XMM-Newton,"EPIC (MOS1, MOS2, pn)",5.15,keV,modelled datum,2004MNRAS.352.1335J
5,0.3-10 keV (XMM),1.653e-12,2.07e-13,2.07e-13,erg/cm^2/s,1.25e+18,1.3224e-07,1.656e-08,1.656e-08,,,165300000000.0,20700000000.0,20700000000.0,,,XMM-Newton,"EPIC (MOS1, MOS2, pn)",5.15,keV,modelled datum,2004MNRAS.352.1335J
6,0.3-10 keV (XMM),1.716e-12,1.84e-13,1.84e-13,erg/cm^2/s,1.25e+18,1.3728e-07,1.472e-08,1.472e-08,,,171600000000.0,18400000000.0,18400000000.0,,,XMM-Newton,"EPIC (MOS1, MOS2, pn)",5.15,keV,modelled datum,2004MNRAS.352.1335J
7,0.2-10 keV (Chandra),2.64e-13,,,erg/cm^2/s,1.23000002e+18,2.14634142851477e-08,,,,,26400000000.0,,,,,Chandra,ACIS,5.1,keV,flux integrated from map or image,2007A&A...468..129T
8,0.3-8 keV (Chandra),2.98e-13,,,erg/cm^2/s,9.9999998430675e+17,2.98000004676589e-08,,,,,29800000000.0,,,,,Chandra,"ACIS-S, ACIS-I",4.15,keV,flux integrated from map or image,2011ApJS..192...10L
9,0.3-8 keV (Chandra),3.15e-13,,,erg/cm^2/s,9.99999984306749e+17,3.15000004943374e-08,,,,,31500000000.0,,,,,Chandra,"ACIS-I, ACIS-S",4.15,keV,flux integrated from map or image,2016ApJS..224...40W
10,0.7-7 keV (ASCA),2.12e-12,,,erg/cm^2/s,9.30999995e+17,2.27712138709517e-07,,,,,212000000000.0,,,,,ASCA,GIS,3.85,keV,flux integrated from map or image,2001ApJS..133....1U
11,2-7 keV Chandra,2.7354e-13,1.2313e-14,1.2313e-14,erg/cm^2/s,9.18835911992269e+17,2.97707537953993e-08,1.34008107985374e-09,1.34008107985374e-09,,,27354437714.293,1231314621.151,1231314621.151,,,Chandra,"ACIS, HRC-I",3.8,keV,flux in fixed aperture,2020CSC...C2..0000:
