No.,Bandpass,Measurement,Unc High,Unc Low,Unit,Frequency (Hz),Flux Density,FD Unc High,FD Unc Low,FD Upper Limit,FD Lower Limit,Flux,F Unc High,F Unc Low,F Upper Limit,F Lower Limit,Telescope,Instrument,Frequency,Freq. Unit,Aperature Type,Reference
1,0.3-12 keV (XMM),6.5e-13,,,erg/cm^2/s,1.49000002e+18,4.36241604882663e-08,,,,,65000000000.0,,,,,XMM-Newton,"EPIC (MOS, pn)",6.15,keV,total flux; beam filling or dilution corrected,2006A&A...448...43T
2,2-10 keV (XMM),9e-14,,,erg/cm^2/s,1.45000006314413e+18,6.20689628142823e-09,,,,,9000000000.0,,,,,XMM-Newton,EPIC pn,6.0,keV,modelled datum,2011MNRAS.413.1206B
3,0.3-8 keV (Chandra),,,,erg/cm^2/s,9.9999998430675e+17,,,,1.2000000188319e-10,,,,,120000000.0,,Chandra,ACIS-I,4.15,keV,flux integrated from map or image,2011ApJ...731...60G
4,0.2-4 keV (EINSTEIN),,,,erg/cm^2/s,5.24599984e+17,,,,3.30728183933761e-07,,,,,173500000000.0,,Einstein,IPC,2.1,keV,flux integrated from map or image,1992ApJS...80..531F
5,0.2-4 keV (EINSTEIN),1.381e-12,,,erg/cm^2/s,5.24599984e+17,2.63248197125374e-07,,,,,138100000000.0,,,,,Einstein,IPC,2.1,keV,flux integrated from map or image,1992ApJS...80..531F
6,0.3-2 keV (XMM),3.77e-13,,,erg/cm^2/s,2.78000005e+17,1.35611508352311e-07,,,,,37700000000.0,,,,,XMM-Newton,"EPIC (MOS, pn)",1.15,keV,flux integrated from map or image,2006A&A...448...43T
7,FUV (GALEX) AB,11.76,0.01,0.01,mag,1980000060000000.0,0.07178,0.0006612,0.0006612,,,142124404306800.0,1309176039672.0,1309176039672.0,,,GALEX,FUV detector,1516.0,A,total flux; beam filling or dilution corrected,2007ApJS..173..185G
8,FUV (GALEX) AB,11.321,0.001,0.001,mag,1980000056115200.0,0.1076,9.906e-05,9.906e-05,,,213048006037996.0,196138805558.772,196138805558.772,,,GALEX,FUV detector,1516.0,A,flux in fixed aperture,2009ApJ...703.1569M
9,FUV (GALEX) AB,12.54,0.1,0.1,mag,1960000004030460.0,0.03504,0.003227,0.003227,,,68678400141227.3,6324920013006.29,6324920013006.29,,,GALEX,FUV detector,1531.0,A,flux in fixed aperture,2014ApJS..212...18B
10,FUV (GALEX) AB,12.77,0.1,0.1,mag,1960000004030460.0,0.02829,0.002605,0.002605,,,55448400114021.7,5105800010499.35,5105800010499.35,,,GALEX,FUV detector,1531.0,A,flux in fixed aperture,2014ApJS..212...18B
11,FUV (GALEX),80.95,11.21,11.21,mJy,1960000000000000.0,0.08095,0.01121,0.01121,,,158662000000000.0,21971600000000.0,21971600000000.0,,,GALEX,FUV detector,1528.0,A,flux integrated from map or image,2007ApJ...655..863D
12,FUV (GALEX),11.42,0.01,0.01,mag,1949999977988100.0,0.01408,0.0001297,0.0001297,,,27455999690072.4,252914997145.057,252914997145.057,,,GALEX,FUV detector,1539.0,A,flux in fixed aperture,2015ApJS..220....6B
13,FUV (GALEX) AB,11.29,0.05,0.05,mag,1949999977988100.0,0.1107,0.005096,0.005096,,,215864997563283.0,9937199887827.36,9937199887827.36,,,GALEX,FUV detector,1539.0,A,flux in fixed aperture,2011ApJS..192....6L
14,FUV (GALEX),11.5,0.01,0.01,mag,1949999977988100.0,0.01308,0.0001205,0.0001205,,,25505999712084.3,234974997347.566,234974997347.566,,,GALEX,FUV detector,1539.0,A,flux in fixed aperture,2015ApJS..220....6B
15,1550 A (OAO),8.92,0.53,0.53,mag,1930000060000000.0,0.078779,0.049575,0.049575,,,152043474726740.0,95679752974500.0,95679752974500.0,,,OAO,Photometer,1550.0,A,flux in fixed aperture,1982ApJ...256....1C
16,UV_1650 (m_T),8.86,0.2,0.2,mag,1817000010000000.0,0.094228,0.019059,0.019059,,,171212276942280.0,34630203190590.0,34630203190590.0,,,IUE,ULDA,1650.0,A,multiple methods,1995A&AS..114..527R
17,1910 A (OAO),9.57,0.4,0.4,mag,1570000060000000.0,0.065738,0.029282,0.029282,,,103208663944280.0,45972741756920.0,45972741756920.0,,,OAO,Photometer,1910.0,A,flux in fixed aperture,1982ApJ...256....1C
18,UVW2 (Swift) AB,12.51,0.1,0.1,mag,1479999961956350.0,0.03586,0.003303,0.003303,,,53072798635754.7,4888439874341.82,4888439874341.82,,,Swift,UVOT,2026.0,A,flux in fixed aperture,2014ApJS..212...18B
19,UVW2 (Swift) AB,12.28,0.1,0.1,mag,1479999961956350.0,0.04452,0.004101,0.004101,,,65889598306296.7,6069479843982.99,6069479843982.99,,,Swift,UVOT,2026.0,A,flux in fixed aperture,2014ApJS..212...18B
20,UVM2 (Swift) AB,12.27,0.1,0.1,mag,1340000000016380.0,0.04467,0.004115,0.004115,,,59857800000731.7,5514100000067.4,5514100000067.4,,,Swift,UVOT,2239.0,A,flux in fixed aperture,2014ApJS..212...18B
21,UVM2 (Swift) AB,12.52,0.1,0.1,mag,1340000000016380.0,0.03568,0.003286,0.003286,,,47811200000584.4,4403240000053.82,4403240000053.82,,,Swift,UVOT,2239.0,A,flux in fixed aperture,2014ApJS..212...18B
22,NUV (GALEX),104.8,14.5,14.5,mJy,1319999950000000.0,0.1048,0.0145,0.0145,,,138335994760000.0,19139999275000.0,19139999275000.0,,,GALEX,NUV detector,2271.0,A,flux integrated from map or image,2007ApJ...655..863D
23,NUV (GALEX) AB,11.49,0.01,0.01,mag,1319999950000000.0,0.09205,0.0008478,0.0008478,,,121505995397500.0,1119095957610.0,1119095957610.0,,,GALEX,NUV detector,2267.0,A,total flux; beam filling or dilution corrected,2007ApJS..173..185G
24,NUV (GALEX) AB,11.086,0.001,0.001,mag,1319999947931600.0,0.1335,0.000123,0.000123,,,176219993048869.0,162359993595.587,162359993595.587,,,GALEX,NUV detector,2267.0,A,flux in fixed aperture,2009ApJ...703.1569M
25,NUV (GALEX) AB,12.4,0.1,0.1,mag,1310000056107010.0,0.03973,0.003659,0.003659,,,52046302229131.5,4793290205295.55,4793290205295.55,,,GALEX,NUV detector,2286.0,A,flux in fixed aperture,2014ApJS..212...18B
26,NUV (GALEX) AB,12.17,0.1,0.1,mag,1310000056107010.0,0.04923,0.004535,0.004535,,,64491302762148.1,5940850254445.29,5940850254445.29,,,GALEX,NUV detector,2286.0,A,flux in fixed aperture,2014ApJS..212...18B
27,NUV (GALEX) AB,11.07,0.03,0.03,mag,1290000004022300.0,0.1355,0.003745,0.003745,,,174795000545022.0,4831050015063.51,4831050015063.51,,,GALEX,NUV detector,2316.0,A,flux in fixed aperture,2011ApJS..192....6L
28,NUV (GALEX),11.16,0.01,0.01,mag,1290000004022270.0,0.02709,0.0002495,0.0002495,,,34946100108963.3,321855001003.556,321855001003.556,,,GALEX,NUV detector,2316.0,A,flux in fixed aperture,2015ApJS..220....6B
29,NUV (GALEX),11.09,0.01,0.01,mag,1290000004022270.0,0.0289,0.0002661,0.0002661,,,37281000116243.6,343269001070.326,343269001070.326,,,GALEX,NUV detector,2316.0,A,flux in fixed aperture,2015ApJS..220....6B
30,2460 A (OAO),9.82,0.31,0.31,mag,1219999960000000.0,0.08662,0.028624,0.028624,,,105676396535200.0,34921278855040.0,34921278855040.0,,,OAO,Photometer,2460.0,A,flux in fixed aperture,1982ApJ...256....1C
31,UV_2500 (m_T),9.43,0.49,0.49,mag,1198999980000000.0,0.12797,0.072989,0.072989,,,153436027440600.0,87513809540220.0,87513809540220.0,,,IUE,ULDA,2500.0,A,multiple methods,1995A&AS..114..527R
32,UVW1 (Swift) AB,12.06,0.1,0.1,mag,1150000042082300.0,0.05456,0.005025,0.005025,,,62744002296010.3,5778750211463.56,5778750211463.56,,,Swift,UVOT,2598.0,A,flux in fixed aperture,2014ApJS..212...18B
33,UVW1 (Swift) AB,12.23,0.1,0.1,mag,1150000042082300.0,0.04645,0.004279,0.004279,,,53417501954722.8,4920850180070.16,4920850180070.16,,,Swift,UVOT,2598.0,A,flux in fixed aperture,2014ApJS..212...18B
34,2980 A (OAO),9.65,0.18,0.18,mag,1010000010000000.0,0.14866,0.026805,0.026805,,,150146601486600.0,27073050268050.0,27073050268050.0,,,OAO,Photometer,2980.0,A,flux in fixed aperture,1982ApJ...256....1C
35,UV_3150 (m_T),9.36,0.52,0.52,mag,951699993000000.0,0.21668,0.13312,0.13312,,,206214354483240.0,126690303068160.0,126690303068160.0,,,IUE,ULDA,3150.0,A,multiple methods,1995A&AS..114..527R
36,3320 A (OAO),9.67,0.12,0.12,mag,903000030000000.0,0.18114,0.021169,0.021169,,,163569425434200.0,19115607635070.0,19115607635070.0,,,OAO,Photometer,3320.0,A,flux in fixed aperture,1982ApJ...256....1C
37,u (SDSS) AB,11.44,0.05,0.05,mag,843999996805120.0,0.09604,0.004423,0.004423,,,81057759693163.7,3733011985869.05,3733011985869.05,,,2.5m,Imaging camera,3551.0,A,flux in fixed aperture,2014ApJS..212...18B
38,u (SDSS) AB,11.31,0.05,0.05,mag,843999996805120.0,0.1082,0.004982,0.004982,,,91320799654314.0,4204807984083.11,4204807984083.11,,,2.5m,Imaging camera,3551.0,A,flux in fixed aperture,2014ApJS..212...18B
39,4250 A (OAO),9.3,0.07,0.07,mag,705000024000000.0,0.41737,0.027795,0.027795,,,294245860016880.0,19595475667080.0,19595475667080.0,,,OAO,Photometer,4250.0,A,flux in fixed aperture,1982ApJ...256....1C
40,B (Johnson) AB,9.78,0.03,0.03,mag,681000015233024.0,0.4447,0.01229,0.01229,,,302840706774126.0,8369490187213.86,8369490187213.86,,,Multiple telescopes,Multiple instruments,4400.0,A,flux in fixed aperture,2014MNRAS.445..881C
41,B (m_B),9.63,0.14,0.14,mag,681000015000000.0,0.599,0.08244,0.08244,,,407919008985000.0,56141641236600.0,56141641236600.0,,,Literature compilation,Literature compilation,4400.0,A,multiple methods,1991RC3.9.C...0000d
42,m_p,9.8,0.4,0.4,mag,681000015000000.0,0.51216,0.22814,0.22814,,,348780967682400.0,155363343422100.0,155363343422100.0,,,Oschin Schmidt,Photographic plates,4400.0,A,estimated by eye,1966CGCG3.C...0000Z
43,B (B_T),9.75,0.16,0.16,mag,681000015000000.0,0.5363,0.08515,0.08515,,,365220308044500.0,57987151277250.0,57987151277250.0,,,Literature compilation,Literature compilation,4400.0,A,from multi-aperture data,1991RC3.9.C...0000d
44,B (B_T^0),8.61,,,mag,681000015000000.0,1.533,,,,,1043973022995000.0,,,,,Literature compilation,Literature compilation,4400.0,A,multiple methods,1991RC3.9.C...0000d
45,B,1.19,,,Jy,665999976000000.0,1.19,,,,,792539971440000.0,,,,,"2.1m, 1.5m",CCD,0.45,microns,total flux; beam filling or dilution corrected,2007ApJ...655..863D
46,g (SDSS) AB,10.41,0.05,0.05,mag,639999988989952.0,0.249,0.01147,0.01147,,,159359997258498.0,7340799873714.75,7340799873714.75,,,2.5m,Imaging camera,4681.0,A,flux in fixed aperture,2014ApJS..212...18B
47,g (SDSS),9.75,,,mag,639999988989952.0,0.4993,,,,,319551994502683.0,,,,,2.5m,Imaging camera,4686.0,A,total flux; beam filling or dilution corrected,2014ApJ...787...24B
48,g (SDSS) AB,10.51,0.05,0.05,mag,639999988989952.0,0.2269,0.01045,0.01045,,,145215997501820.0,6687999884945.0,6687999884945.0,,,2.5m,Imaging camera,4681.0,A,flux in fixed aperture,2014ApJS..212...18B
49,V,0.91,,,Jy,545000010000000.0,0.91,,,,,495950009100000.0,,,,,"2.1m, 1.5m",CCD,0.55,microns,total flux; beam filling or dilution corrected,2007ApJ...655..863D
50,V (V_T^0),8.06,,,mag,542000009000000.0,2.173,,,,,1177766019557000.0,,,,,Literature compilation,Literature compilation,5530.0,A,from multi-aperture data,1991RC3.9.C...0000d
51,V (V_T),9.19,0.16,0.16,mag,542000009000000.0,0.7675,0.1242,0.1242,,,415985006907500.0,67316401117800.0,67316401117800.0,,,Literature compilation,Literature compilation,5530.0,A,from multi-aperture data,1991RC3.9.C...0000d
52,r (SDSS) AB,10.03,0.05,0.05,mag,486000010723328.0,0.352,0.01621,0.01621,,,171072003774611.0,7878060173825.15,7878060173825.15,,,2.5m,Imaging camera,6165.0,A,flux in fixed aperture,2014ApJS..212...18B
53,r (SDSS) AB,9.97,0.05,0.05,mag,486000010723328.0,0.3749,0.01726,0.01726,,,182201404020176.0,8388360185084.64,8388360185084.64,,,2.5m,Imaging camera,6165.0,A,flux in fixed aperture,2014ApJS..212...18B
54,r (SDSS),9.33,,,mag,486000010723328.0,0.5861,,,,,284844606284943.0,,,,,2.5m,Imaging camera,6166.0,A,total flux; beam filling or dilution corrected,2014ApJ...787...24B
55,R,0.96,,,Jy,453999988000000.0,0.96,,,,,435839988480000.0,,,,,"2.1m, 1.5m",CCD,0.66,microns,total flux; beam filling or dilution corrected,2007ApJ...655..863D
56,i (SDSS),9.09,,,mag,400999990689792.0,0.6016,,,,,241241594398979.0,,,,,2.5m,Imaging camera,7480.0,A,total flux; beam filling or dilution corrected,2014ApJ...787...24B
57,i (SDSS) AB,9.74,0.05,0.05,mag,400999990689792.0,0.4612,0.02124,0.02124,,,184941195706132.0,8517239802251.18,8517239802251.18,,,2.5m,Imaging camera,7480.0,A,flux in fixed aperture,2014ApJS..212...18B
58,i (SDSS) AB,9.69,0.05,0.05,mag,400999990689792.0,0.4839,0.02229,0.02229,,,194043895494790.0,8938289792475.46,8938289792475.46,,,2.5m,Imaging camera,7480.0,A,flux in fixed aperture,2014ApJS..212...18B
59,R (Cousins) AB,9.1,0.03,0.03,mag,378999993794560.0,0.8318,0.02298,0.02298,,,315252194838315.0,8709419857398.99,8709419857398.99,,,Multiple telescopes,Multiple instruments,7900.0,A,flux in fixed aperture,2014MNRAS.445..881C
60,I,1.12,,,Jy,369999990000000.0,1.12,,,,,414399988800000.0,,,,,"2.1m, 1.5m",CCD,0.81,microns,total flux; beam filling or dilution corrected,2007ApJ...655..863D
61,z (SDSS) AB,9.46,0.05,0.05,mag,335999989186560.0,0.5993,0.0276,0.0276,,,201364793519505.0,9273599701549.06,9273599701549.06,,,2.5m,Imaging camera,8931.0,A,flux in fixed aperture,2014ApJS..212...18B
62,z (SDSS) AB,9.42,0.05,0.05,mag,335999989186560.0,0.6215,0.02862,0.02862,,,208823993279447.0,9616319690519.35,9616319690519.35,,,2.5m,Imaging camera,8931.0,A,flux in fixed aperture,2014ApJS..212...18B
